1,3.15139,0,
2,3.14358,0.007805,
3,3.14013,0.00567829,
4,3.14639,0.00743491,
5,3.14166,0.00744963,
6,3.13786,0.00717221,
7,3.13733,0.00608527,
8,3.13985,0.00584553,
9,3.13927,0.00518823,
10,3.14044,0.00478642,
11,3.14,0.004352,
12,3.14006,0.00397324,
13,3.14245,0.00436903,
14,3.1429,0.00406955,
15,3.1413,0.00411101,
16,3.14029,0.00397823,
17,3.13846,0.00415874,
18,3.13808,0.0039396,
19,3.13705,0.00386674,
20,3.13733,0.00367911,
21,3.13751,0.00350414,
22,3.13834,0.00344376,
23,3.13701,0.00354828,
24,3.13715,0.0034,
25,3.13685,0.00327479,
26,3.13806,0.00337176,
27,3.13866,0.00329892,
28,3.13856,0.00318047,
29,3.13773,0.00317912,
30,3.13889,0.00328141,
31,3.13871,0.00317869,
32,3.13824,0.00311405,
33,3.13813,0.00302001,
34,3.13813,0.00292984,
35,3.13826,0.00284761,
36,3.13847,0.00277581,
37,3.13854,0.00270054,
38,3.13838,0.00263309,
39,3.13839,0.00256471,
40,3.13913,0.00260613,
41,3.13907,0.00254237,
42,3.13934,0.00249571,
43,3.1395,0.0024418,
44,3.1403,0.00251776,
45,3.14055,0.00247393,
46,3.14075,0.00242772,
47,3.14104,0.00239337,
48,3.14092,0.00234615,
49,3.14069,0.00230918,
50,3.14026,0.00230427,
51,3.14042,0.00226444,
52,3.14039,0.00222063,
53,3.14085,0.00222555,
54,3.14128,0.00222729,
55,3.14107,0.00219707,
56,3.14102,0.00215811,
57,3.1414,0.00215522,
58,3.1416,0.00212649,
59,3.1418,0.00209966,
60,3.14187,0.0020657,
61,3.14187,0.00203155,
62,3.14188,0.00199856,
63,3.14242,0.00203689,
64,3.14203,0.00204196,
65,3.1422,0.00201787,
66,3.14208,0.00199058,
67,3.14201,0.00196219,
68,3.14232,0.0019587,
69,3.1426,0.00195055,
70,3.14248,0.0019264,
71,3.14235,0.00190336,
72,3.14228,0.00187823,
73,3.14223,0.00185293,
74,3.14235,0.00183172,
75,3.14275,0.00185069,
76,3.1427,0.00182702,
77,3.1425,0.00181345,
78,3.14247,0.00179043,
79,3.14271,0.00178459,
80,3.14282,0.00176571,
81,3.14294,0.00174744,
82,3.14322,0.00174908,
83,3.14296,0.00174796,
84,3.14257,0.00176918,
85,3.14279,0.00176129,
86,3.14278,0.00174071,
87,3.14268,0.00172328,
88,3.14255,0.00170877,
89,3.14246,0.00169159,
90,3.14267,0.00168568,
91,3.14283,0.00167507,
92,3.14309,0.00167671,
93,3.14295,0.00166492,
94,3.14294,0.00164711,
95,3.14257,0.00167089,
96,3.14256,0.00165346,
97,3.14276,0.00164914,
98,3.14262,0.00163842,
99,3.14272,0.00162503,
100,3.14261,0.00161278,
