1,0.997939,0,
2,0.995551,0.002388,
3,0.999441,0.00412679,
4,0.998845,0.00297835,
5,0.997111,0.00288548,
6,0.996301,0.00249136,
7,0.996009,0.00212582,
8,0.996393,0.00188074,
9,0.997338,0.00190907,
10,0.99732,0.00170762,
11,0.997836,0.00162863,
12,0.998192,0.00152879,
13,0.9978,0.00146007,
14,0.997973,0.00136277,
15,0.99813,0.00127837,
16,0.998725,0.00133594,
17,0.998576,0.00126374,
18,0.998803,0.00121277,
19,0.998684,0.00115322,
20,0.998404,0.00112939,
21,0.998268,0.00108285,
22,0.998362,0.00103671,
23,0.998825,0.00109345,
24,0.998641,0.00106297,
25,0.998351,0.00105978,
26,0.998493,0.00102799,
27,0.99805,0.00108389,
28,0.997745,0.00108806,
29,0.997718,0.00105021,
30,0.997741,0.00101487,
31,0.997782,0.000982417,
32,0.998017,0.000979883,
33,0.998279,0.00098534,
34,0.998418,0.000965866,
35,0.998607,0.000956816,
36,0.998491,0.000937128,
37,0.998406,0.000915375,
38,0.998454,0.000892267,
39,0.998335,0.000877197,
40,0.998411,0.000858368,
41,0.998388,0.000837485,
42,0.998333,0.000819192,
43,0.998397,0.000802499,
44,0.998608,0.000811937,
45,0.998417,0.000816405,
46,0.998493,0.000802104,
47,0.998694,0.000810234,
48,0.998939,0.000830123,
49,0.998987,0.000814384,
50,0.998944,0.000799052,
51,0.999086,0.000795904,
52,0.999058,0.000780949,
53,0.999088,0.000766661,
54,0.99927,0.000774092,
55,0.999188,0.000764301,
56,0.999151,0.000751437,
57,0.999185,0.00073892,
58,0.999174,0.000726153,
59,0.999142,0.000714483,
60,0.999188,0.000703977,
61,0.999277,0.000698066,
62,0.999347,0.000690278,
63,0.999437,0.000685197,
64,0.999465,0.000675001,
65,0.999548,0.000669603,
66,0.999558,0.000659458,
67,0.999608,0.000651476,
68,0.99952,0.000647859,
69,0.999568,0.000640212,
70,0.999467,0.000638941,
71,0.999461,0.00062991,
72,0.999431,0.00062184,
73,0.999428,0.000613266,
74,0.999406,0.000605336,
75,0.999396,0.000597301,
76,0.999389,0.000589425,
77,0.99941,0.000582091,
78,0.999454,0.000576241,
79,0.999531,0.00057411,
80,0.999515,0.000567102,
81,0.999514,0.000560058,
82,0.999582,0.000557379,
83,0.999629,0.000552622,
84,0.999697,0.000550146,
85,0.999774,0.000549042,
86,0.999821,0.000544656,
87,0.999778,0.000540075,
88,0.999754,0.000534431,
89,0.999737,0.000528676,
90,0.999799,0.000526437,
91,0.999692,0.000531347,
92,0.999682,0.000525652,
93,0.99975,0.000524403,
94,0.999736,0.000518964,
95,0.999711,0.000514112,
96,0.999614,0.000517755,
97,0.999665,0.000514849,
98,0.999655,0.000509668,
99,0.999696,0.00050617,
100,0.99971,0.000501297,
